Course #	Dep	ID	Course Name	SBC	Credits
ARS 481	ARS	481	Advanced Photography		3
ARS 487	ARS	487	Advanced Directed Projects in Studio Theory and Practice	EXP+	0-6
ARS 488	ARS	488	Internship	EXP+	0-6
ARS 491	ARS	491	Special Topics in Studio Theory and Practice		3
ARS 492	ARS	492	Special Topics in Studio Theory and Practice		3
ARS 495	ARS	495	Senior Honors Project in Studio Art	EXP+	3
ASC 101	ASC	101	Practicing Engaging Presentations	SPK	0
AST 100	AST	100	Astronomy Today	SPK	1
AST 101	AST	101	Introduction to Astronomy	SNW	3
AST 105	AST	105	Introduction to the Solar System	SNW	3
AST 112	AST	112	Astronomy Laboratory		1
AST 200	AST	200	Current Astronomical Research at Stony Brook		1
AST 203	AST	203	Astronomy	STEM+	4
AST 205	AST	205	Introduction to Planetary Sciences	STEM+	3
AST 248	AST	248	The Search for Life in the Universe	STAS	3
AST 287	AST	287	Introductory Research in Astronomy	EXP+	0-3
AST 301	AST	301	Collisions in the Solar System	STAS	3
AST 341	AST	341	Stars and Radiation		3
AST 345	AST	345	Undergraduate Research in Astronomy	EXP+	0-1
AST 346	AST	346	Galaxies		3
AST 347	AST	347	Cosmology		3
AST 389	AST	389	Science Fiction	CER STAS	3
AST 390	AST	390	Special Topics in Astrophysics and Cosmology		3
AST 443	AST	443	Observational Techniques in Astronomy	ESI SPK	4
AST 444	AST	444	Experiential Learning	EXP+	0
AST 447	AST	447	Senior Tutorial in Astronomy		1-3
AST 458	AST	458	Speak Effectively Before an Audience	SPK	0
AST 459	AST	459	Write Effectively in Astronomy/Planetary Sciences	WRTD	0
AST 475	AST	475	Teaching Practicum in Astronomy	EXP+	3
AST 487	AST	487	Senior Research in Astronomy	EXP+	0-6
ATM 102	ATM	102	Weather and Climate	SNW	3
ATM 103	ATM	103	Extreme Weather	STAS	3
ATM 201	ATM	201	Introduction to Climate and Climate Change	SNW	3
ATM 205	ATM	205	Introduction to Atmospheric Sciences	STEM+	3
ATM 237	ATM	237	World Climate and Atmosphere	STAS	3
ATM 247	ATM	247	Atmospheric Structure and Analysis	STEM+ TECH	3
ATM 305	ATM	305	Global Atmospheric Change	STEM+	3
ATM 320	ATM	320	Problem Solving with Python	ESI	3
ATM 345	ATM	345	Atmospheric Thermodynamics and Dynamics		3
ATM 346	ATM	346	Advanced Atmospheric Dynamics		3
ATM 347	ATM	347	Advanced Synoptic Meteorology and Weather Forecasting		3
ATM 348	ATM	348	Atmospheric Physics		3
ATM 365	ATM	365	Tropical Meteorology		3
ATM 383	ATM	383	Doppler Weather Radar		3
ATM 387	ATM	387	Weather and Climate Data Analysis	EXP+	3
ATM 397	ATM	397	Air Pollution and Its Control	CER	3
ATM 437	ATM	437	Forecasting Practicum		1
ATM 444	ATM	444	Experiential Learning	EXP+	0
ATM 447	ATM	447	Senior Tutorial in Atmospheric Sciences		1-3
ATM 487	ATM	487	Senior Research in Atmospheric Sciences	EXP+	0-6
ATM 488	ATM	488	Internship	EXP+	0-6
BCP 111	BCP	111	American Drug Use and Abuse: Biomedical, Socio-economic and Political Factors	STAS	3
BCP 201	BCP	201	Introduction to Pharmacology: Drug Use & Its Molecular Basis	STEM+	3
BCP 400	BCP	400	Writing in Pharmacology	WRTD	0
BCP 401	BCP	401	Principles of Pharmacology		4
BCP 402	BCP	402	Advanced Pharmacology		4
BCP 403	BCP	403	Principles of Pharmacology Laboratory	ESI	2
BCP 404	BCP	404	Advanced Pharmacology Laboratory	ESI	2
BCP 405	BCP	405	Pharmacology to Pharmacy: Practical Clinical Aspects for Non-Clinicians (Didactic)	ESI	3
BCP 406	BCP	406	Pharmacology Colloquium	SPK	2
BCP 444	BCP	444	Experiential Learning	EXP+	0
BCP 475	BCP	475	Undergraduate Teaching Practicum in Pharmacology	EXP+	3
BCP 480	BCP	480	Introduction to Research Topics in Pharmacology	TECH	1
BCP 487	BCP	487	Research in Pharmacology	EXP+	0-6
BCP 488	BCP	488	Internship	EXP+	0-6
BIO 103	BIO	103	Introduction to Biotechnology	SNW	3
BIO 113	BIO	113	General Ecology	SNW	3
BIO 114	BIO	114	Dinosaur Paleontology	SNW	3
BIO 115	BIO	115	Evolution and Society	SNW	3
BIO 201	BIO	201	Fundamentals of Biology: Organisms to Ecosystems	SNW	3
BIO 202	BIO	202	Fundamentals of Biology: Molecular and Cellular Biology	STEM+	3
BIO 203	BIO	203	Fundamentals of Biology: Cellular and Organ Physiology	STEM+	3
BIO 204	BIO	204	Fundamentals of Scientific Inquiry in the Biological Sciences I		2
BIO 205	BIO	205	Fundamentals of Scientific Inquiry in the Biological Sciences IIA		2
BIO 207	BIO	207	Fundamentals of Scientific Inquiry in the Biological Sciences IIB		2
BIO 208	BIO	208	Cell, Brain, Mind	STAS	3
BIO 211	BIO	211	Statistics and Data Analysis: A Conceptual Approach	STEM+	4
BIO 231	BIO	231	Cannabis: History, Culture, Science & Medicinal Uses	STAS	3
BIO 299	BIO	299	Advanced Microbiology for Nursing and Allied Health		4
BIO 306	BIO	306	Principles of Virology	ESI STEM+ WRTD	3
BIO 310	BIO	310	Cell Biology		3
BIO 312	BIO	312	Bioinformatics and Computational Biology	ESI TECH	3
BIO 314	BIO	314	Cancer Biology		3
BIO 315	BIO	315	Microbiology		3
BIO 316	BIO	316	Molecular Immunology		3
BIO 317	BIO	317	Principles of Cellular Signaling		3
BIO 319	BIO	319	Landscape Ecology Laboratory	ESI	3
BIO 320	BIO	320	General Genetics		3
BIO 321	BIO	321	Ecological Genetics		3
BIO 325	BIO	325	Animal Development		3
BIO 327	BIO	327	Developmental Genetics Laboratory	ESI	3
BIO 328	BIO	328	Mammalian Physiology		3
BIO 332	BIO	332	Computational Modeling of Physiological Systems		3
BIO 334	BIO	334	Principles of Neurobiology		3
BIO 335	BIO	335	Neurobiology Laboratory	ESI	3
BIO 336	BIO	336	Conservation Biology	STAS	3
BIO 337	BIO	337	Neurotransmission and Neuromodulation: Implications for Brain Function		3
BIO 338	BIO	338	From Synapse to Circuit: Self-organization of the Brain		3
BIO 339	BIO	339	Molecular Development of the Nervous System		3
BIO 341	BIO	341	Plant Diversity		4
BIO 342	BIO	342	Invertebrate Zoology	STEM+	3
BIO 343	BIO	343	Invertebrate Zoology Laboratory		2
BIO 344	BIO	344	Chordate Zoology		4
BIO 347	BIO	347	Introduction to Neural Computation	STEM+	3
BIO 348	BIO	348	Diversity and Evolution of Reptiles and Amphibians		3
BIO 350	BIO	350	Darwinian Medicine	STAS	3
BIO 351	BIO	351	Ecology	STEM+	3
BIO 352	BIO	352	Ecology Laboratory	ESI	3
BIO 353	BIO	353	Marine Ecology	STEM+	3
BIO 354	BIO	354	Evolution		3
BIO 356	BIO	356	Applied Ecology and Conservation Biology Laboratory	STEM+	2
BIO 358	BIO	358	Biology and Human Social and Sexual Behavior	ESI STAS	3
BIO 361	BIO	361	Biochemistry I		3
BIO 362	BIO	362	Biochemistry II		3
BIO 364	BIO	364	Laboratory Techniques in Cancer Biology		3
BIO 365	BIO	365	Biochemistry Laboratory	ESI	2
BIO 366	BIO	366	Molecular Microbiology Laboratory		4
BIO 367	BIO	367	Molecular Diversity Laboratory		3
BIO 368	BIO	368	Food Microbiology		2
BIO 369	BIO	369	Animal Nutrition		3
BIO 371	BIO	371	Restoration of Aquatic Ecosystems	STAS	4
BIO 383	BIO	383	Paleobiology	STEM+	3
BIO 384	BIO	384	Intermediate Statistics	STEM+	3
BIO 385	BIO	385	Plant Ecology	STAS	3
BIO 386	BIO	386	Ecosystem Ecology and the Global Environment	STAS	3
BIO 444	BIO	444	Experiential Learning	EXP+	0
BIO 446	BIO	446	Readings in Neurobiology and Physiology	ESI	1-2
BIO 447	BIO	447	Readings in Molecular, Cellular, and Developmental Biology	ESI	1-2
BIO 449	BIO	449	Readings in Ecology and Evolution	ESI	1-2
BIO 458	BIO	458	Speak Effectively Before an Audience	SPK	0
BIO 459	BIO	459	Write Effectively in Biology	WRTD	0
BIO 475	BIO	475	Undergraduate Teaching Practicum in College Biology I	EXP+	0-3
BIO 476	BIO	476	Undergraduate Teaching Practicum in College Biology II	EXP+	0-3
BIO 477	BIO	477	Undergraduate Teaching Practicum in College Biology III	EXP+	0-3
BIO 484	BIO	484	Research in Biology and Society	EXP+	0-6
BIO 486	BIO	486	Research in Neurobiology and Physiology	EXP+	0-6
BIO 487	BIO	487	Research in Molecular, Cellular, and Developmental Biology	EXP+	0-6
BIO 488	BIO	488	Internship in Biological Sciences	EXP+	0-6
BIO 489	BIO	489	Research in Ecology and Evolution	EXP+	0-6
BME 100	BME	100	Introduction to Biomedical Engineering	TECH	3
BME 120	BME	120	Programming Fundamentals in Biomedical Engineering		3
BME 200	BME	200	Bioengineering in Extreme Environments	SNW TECH	3
BME 203	BME	203	Emergent Biodesign		3
BME 205	BME	205	Clinical Challenges of the 21st Century	SNW TECH	3
BME 212	BME	212	Biomedical Engineering Research Fundamentals		3
BME 260	BME	260	Statics and Dynamics in Biological Systems		4
BME 271	BME	271	Introduction to Electric Circuits and Bioelectricity		3
BME 300	BME	300	Writing in Biomedical Engineering		0
BME 301	BME	301	Bioelectricity		3
BME 303	BME	303	Biomechanics	STAS	3
BME 304	BME	304	Genetic Engineering	STAS	3
BME 305	BME	305	Biofluids		3
BME 311	BME	311	Fundamentals of Macro to Molecular Bioimaging		3
BME 312	BME	312	LabVIEW Programming in Engineering		3
BME 313	BME	313	Bioinstrumentation		3
BME 353	BME	353	Introduction to Biomaterials		3
BME 354	BME	354	Advanced Biomaterials		3
BME 361	BME	361	Data Science with Python		3
BME 371	BME	371	Biological Microfluidics		3
BME 381	BME	381	Nanofabrication in Biomedical Applications		3
BME 402	BME	402	Contemporary Biotechnology		3
BME 404	BME	404	Essentials of Tissue Engineering		3
BME 420	BME	420	Computational Biomechanics		3
BME 430	BME	430	Quantitative Human Physiology		3
BME 440	BME	440	Biomedical Engineering Design	CER ESI EXP+ SBS+ SPK STEM+ WRTD	3
BME 441	BME	441	Senior Design Project in Biomedical Engineering	CER ESI EXP+ SBS+ SPK STEM+ WRTD	3
BME 444	BME	444	Experiential Learning	EXP+	0
BME 461	BME	461	Biosystems Analysis		3
BME 475	BME	475	Undergraduate Teaching Practicum	EXP+	3
BME 476	BME	476	Undergrad Teaching Practicum II	EXP+	3
BME 481	BME	481	Biosensors		3
BME 488	BME	488	Biomedical Engineering Internship	EXP+	3-6
BME 494	BME	494	Honors Seminar on Research		1
BME 495	BME	495	Honors Independent Research		3
BME 499	BME	499	Research in Biomedical Engineering		0-3
BUS 115	BUS	115	Introduction to Business		3
BUS 215	BUS	215	Introduction to Business Statistics		3
BUS 220	BUS	220	Introduction to Decision Sciences	STEM+	3
BUS 294	BUS	294	Principles of Management		3
BUS 300	BUS	300	Writing for Business Management		0
BUS 301	BUS	301	Business Communications	SPK WRTD	3
BUS 302	BUS	302	Social Media Marketing Strategy		3
BUS 317	BUS	317	Estate & Financial Planning		3
BUS 325	BUS	325	Legal Environment of Business	CER	3
BUS 326	BUS	326	Organizational Behavior	DIV	3
BUS 330	BUS	330	Principles of Finance		3
BUS 331	BUS	331	International Finance		3
BUS 332	BUS	332	Entrepreneurial Finance		3
BUS 333	BUS	333	Introduction to the Business of Real Estate		3
BUS 334	BUS	334	Integrated Mktg Communications		3
BUS 336	BUS	336	Mergers & Acquisitions		3
BUS 337	BUS	337	Entrepreneurship Compared Across Countries		3
BUS 340	BUS	340	Information Systems in Management	TECH	3
BUS 346	BUS	346	Operations Management		3
BUS 348	BUS	348	Principles of Marketing		3
BUS 351	BUS	351	Human Resource Management		3
BUS 353	BUS	353	Entrepreneurship		3
BUS 354	BUS	354	Understanding Business Agreements		3
BUS 355	BUS	355	Investment Analysis		3
BUS 356	BUS	356	Financial Analysis with Excel		3
BUS 357	BUS	357	Principles of Sales		3
BUS 358	BUS	358	Marketing Research	ESI	3
BUS 359	BUS	359	Consumer Behavior		3
BUS 361	BUS	361	Retail Management		3
BUS 362	BUS	362	Principles of International Marketing		3
BUS 363	BUS	363	Brand Management		3
BUS 365	BUS	365	Financial Management	ESI	3
BUS 366	BUS	366	Money and Financial Institutions		3
BUS 370	BUS	370	Lean Practices in Operations		3
BUS 371	BUS	371	Supply Chain Management		3
BUS 372	BUS	372	Quality Management		3
BUS 375	BUS	375	Data Mining		3
BUS 376	BUS	376	Risk Management & Insurance		3
BUS 377	BUS	377	Risk Management & Insurance II		3
BUS 378	BUS	378	Marketing Ethics, Public Policy, and Social Change		3
BUS 380	BUS	380	Honors - Research Methods	ESI	3
BUS 383	BUS	383	Social Entrepreneurship		3
BUS 389	BUS	389	Honors Research in Marketing		3
BUS 390	BUS	390	Special Topics in Business Management		3
BUS 391	BUS	391	Management of Sports Organizations		3
BUS 393	BUS	393	Principles of Project Management		3
BUS 399	BUS	399	Intellectual Property Strategy		3
BUS 401	BUS	401	Negotiation Workshop		3
BUS 440	BUS	440	International Management		3
BUS 441	BUS	441	Business Strategy		3
BUS 446	BUS	446	Ethics: Critical Thinking through Film	CER	3
BUS 447	BUS	447	Business Ethics	CER	3
BUS 448	BUS	448	Marketing Strategy		3
BUS 449	BUS	449	Marketing in Action	EXP+	3
BUS 475	BUS	475	Undergraduate Teaching Practicum I	EXP+	3
BUS 476	BUS	476	Undergraduate Teaching Practicum II	EXP+	3
BUS 487	BUS	487	Independent Research	EXP+	0-3
BUS 488	BUS	488	Internship	EXP+	0-3
BUS 495	BUS	495	Business Honors Program Thesis		3
BUS 496	BUS	496	Business Honors Program Thesis	EXP+	3
CAR 151	CAR	151	Career & Life Design I: Introduction		2
CAR 251	CAR	251	Career & Life Design II - Employability Skills		2
CAR 351	CAR	351	Career & Life Design III: Special Topics		2
CAR 444	CAR	444	Experiential Learning	EXP+	0
CAR 451	CAR	451	Career & Life Design IV - After College Transitions		2
CAR 475	CAR	475	Undergraduate Teaching Practicum I	EXP+	0-3
CAR 476	CAR	476	Undergraduate Teaching Practicum II	EXP+	0-3
CCS 200	CCS	200	Media History	ARTS	3
CCS 202	CCS	202	Film Genres	ARTS	3
CCS 203	CCS	203	Cinema History	ARTS GLO	3
CCS 204	CCS	204	The Stony Brook Film Festival: Films and Contexts	ARTS	3
CCS 301	CCS	301	Cinema and Media Theory	CER DIV HFA+	3
CCS 311	CCS	311	Gender and Genre in Film	DIV HFA+	3
CCS 312	CCS	312	Cinema and the Ancient World	HFA+	3
CCS 313	CCS	313	Television Studies	ESI STAS	3
CCS 325	CCS	325	Culture in Context	SBS+	3
CCS 381	CCS	381	Topics in Cinema Studies	HFA+ WRTD	3
CCS 382	CCS	382	Topics in Media and Popular Culture		3
CCS 383	CCS	383	Topics in Game Studies	ESI STAS	3
CCS 391	CCS	391	Topics in Contemporary African Cinema and Cultural Studies	ESI HFA+	3
CCS 392	CCS	392	Topics in American Cinema and Cultural Studies	ESI HFA+	3
CCS 393	CCS	393	Topics in European Cinema and Cultural Studies	ESI HFA+	3
CCS 394	CCS	394	Topics in Asian Cinema and Cultural Studies	ESI HFA+	3
CCS 395	CCS	395	Topics in Digital Technology and Culture	ESI STAS	3
CCS 401	CCS	401	Senior Seminar in Cinema & Cultural Studies	SPK WRTD	3
CCS 444	CCS	444	Experiential Learning	EXP+	0
CCS 458	CCS	458	Speak Effectively Before an Audience	SPK	0
CCS 459	CCS	459	Write Effectively in Cinema and Cultural Studies	WRTD	0
CCS 475	CCS	475	Undergraduate Teaching Practicum	EXP+	3
CCS 476	CCS	476	Undergraduate Teaching Practicum II	EXP+	3
CCS 487	CCS	487	Independent Research in Cinema and Cultural Studies		0-6
CCS 488	CCS	488	Internship	EXP+	0-6
CCS 495	CCS	495	Senior Honors Project in Cinema and Cultural Studies		3
CDS 101	CDS	101	Energy, Climate, and Society	STAS	3
CDT 317	CDT	317	Interactive Media, Performance, and Installation		3
CDT 318	CDT	318	Movie Making: Shoot, Edit, Score		3
CDT 444	CDT	444	Experiential Learning	EXP+	0
CDT 450	CDT	450	Topics in Computational Arts	STAS	3
CDT 487	CDT	487	Independent Project in Computational Arts		0-6
CDT 488	CDT	488	Internship	EXP+	0-6
CEF 347	CEF	347	Introduction to Special Education		3
CHE 115	CHE	115	Chemistry, Life, and Environment	SNW	3
CHE 129	CHE	129	General Chemistry IA	SNW	4
CHE 130	CHE	130	Problem Solving in General Chemistry		1
CHE 131	CHE	131	General Chemistry IB	SNW	4
CHE 132	CHE	132	General Chemistry II	SNW	4
CHE 133	CHE	133	General Chemistry Laboratory I		1
CHE 134	CHE	134	General Chemistry Laboratory II		1
CHE 152	CHE	152	Molecular Science I	SNW	4
CHE 154	CHE	154	Molecular Science Laboratory I		2
CHE 301	CHE	301	Physical Chemistry I	STEM+	4
CHE 302	CHE	302	Physical Chemistry II		4
CHE 303	CHE	303	Solution Chemistry Laboratory	ESI WRTD	2
CHE 304	CHE	304	Chemical Instrumentation Laboratory	TECH WRTD	2
CHE 310	CHE	310	Chemistry in Technology and the Environment	STAS	3
CHE 312	CHE	312	Physical Chemistry for the Life Sciences	STEM+	3
CHE 321	CHE	321	Organic Chemistry I	STEM+	4
CHE 322	CHE	322	Organic Chemistry IIA		4
CHE 327	CHE	327	Organic Chemistry Laboratory		2
CHE 328	CHE	328	Synthetic and Spectroscopic Laboratory Techniques	TECH	3
CHE 331	CHE	331	Molecular Science II	STEM+	4
CHE 332	CHE	332	Molecular Science III		4
CHE 345	CHE	345	Structure and Reactivity in Organic Chemistry		3
CHE 346	CHE	346	Biomolecular Structure and Reactivity		3
CHE 348	CHE	348	Reaction Mechanisms in Organic Chemistry		3
CHE 351	CHE	351	Quantum Chemistry		3
CHE 353	CHE	353	Chemical Thermodynamics		3
CHE 357	CHE	357	Molecular Structure and Spectroscopy Laboratory		2
CHE 358	CHE	358	Computing in Chemistry		3
CHE 361	CHE	361	Nuclear Chemistry		3
CHE 362	CHE	362	Nuclear Chemistry Laboratory		3
CHE 375	CHE	375	Inorganic Chemistry I		3
CHE 376	CHE	376	Inorganic Chemistry II		3
CHE 378	CHE	378	Materials Chemistry		3
CHE 383	CHE	383	Introductory Synthetic and Spectroscopic Laboratory Techniques	ESI	2
CHE 384	CHE	384	Intermediate Synthetic and Spectroscopic Laboratory Techniques	TECH WRTD	3
CHE 385	CHE	385	Tools of Chemistry	CER SPK	1
CHE 444	CHE	444	Experiential Learning	EXP+	0
CHE 459	CHE	459	Write Effectively in Chemistry	WRTD	0
CHE 461	CHE	461	Selected Topics in Chemistry		1-3
CHE 475	CHE	475	Undergraduate Teaching Practicum I	EXP+	3
CHE 476	CHE	476	Undergraduate Teaching Practicum II	EXP+	3
CHE 477	CHE	477	Undergraduate Teaching Practicum III	EXP+	0
CHE 487	CHE	487	Research in Chemistry	EXP+	0-6
CHE 488	CHE	488	Internship	EXP+	0-6
CHE 495	CHE	495	Senior Research	EXP+	3
CHE 496	CHE	496	Senior Research	ESI EXP+ SPK	3
CHI 101	CHI	101	Intensive Elementary Chinese	LANG	6
CHI 111	CHI	111	Elementary Chinese I	LANG	4
CHI 112	CHI	112	Elementary Chinese II	LANG	4
CHI 120	CHI	120	Elementary Chinese for Heritage Speakers	GLO LANG	4
CHI 201	CHI	201	Intensive Intermediate Chinese	GLO HUM LANG	6
CHI 211	CHI	211	Intermediate Chinese I	GLO LANG	3
CHI 212	CHI	212	Intermediate Chinese II	GLO HUM LANG	3
CHI 220	CHI	220	Intermediate Chinese for Heritage Speakers	GLO HUM LANG	3
CHI 311	CHI	311	Advanced Chinese I	HFA+ LANG	3
CHI 312	CHI	312	Advanced Chinese II	HFA+ LANG SPK	3
CHI 320	CHI	320	Advanced Chinese for Heritage Speakers	HFA+ LANG	3
CHI 410	CHI	410	Business Chinese	SBS+ SPK	3
CHI 411	CHI	411	Readings in Journalistic Chinese	HFA+	3
CHI 412	CHI	412	Readings in Classical Chinese	HFA+	3
CHI 421	CHI	421	Chinese Poetry and Short Stories	HFA+	3
CHI 422	CHI	422	Chinese Lyric Prose and Plays	HFA+	3
CHI 426	CHI	426	Structure of Mandarin Chinese	ESI SBS+	3
CHI 444	CHI	444	Experiential Learning	EXP+	0
CHI 447	CHI	447	Directed Readings in Chinese	EXP+	1-6
CHI 475	CHI	475	Undergraduate Teaching Practicum I	EXP+	3
CHI 476	CHI	476	Undergraduate Teaching Practicum II	EXP+	3
CHI 487	CHI	487	Supervised Research in Chinese		0-3
CIV 101	CIV	101	Introduction to Civil Engineering	TECH	3
CIV 203	CIV	203	Autocad Basics		1
CIV 210	CIV	210	Land Surveying		1
CIV 300	CIV	300	Technical Communication		1
CIV 305	CIV	305	Transportation Systems Analysis I		3
CIV 306	CIV	306	Transportation Systems Analysis II		3
CIV 310	CIV	310	Structural Engineering	TECH	3
CIV 312	CIV	312	Steel and Reinforced Concrete Design I		3
CIV 320	CIV	320	Water Supply and Wastewater Treatment Design		3
CIV 330	CIV	330	Introduction to Geotechnical Engineering		3
CIV 340	CIV	340	Civil Engineering Materials Laboratory		2
CIV 341	CIV	341	Geotechnical Engineering Laboratory		2
CIV 342	CIV	342	Civil Engineering Hydraulics Laboratory		1
CIV 350	CIV	350	Numerical Analysis for Civil Engineers		3
CIV 355	CIV	355	Data Analytics for Civil Engineering Systems		3
CIV 364	CIV	364	Fluid Mechanics for Civil Engineers		3
CIV 393	CIV	393	Construction Management		3
CIV 407	CIV	407	Transportation Economics		3
CIV 410	CIV	410	Principles of Foundation Engineering		3
CIV 411	CIV	411	Matrix Structural Analysis		3
CIV 412	CIV	412	Steel and Reinforced Concrete Design II		3
CIV 414	CIV	414	Advanced Construction Materials		3
CIV 420	CIV	420	Hydraulics		3
CIV 422	CIV	422	Introduction to Coastal Engineering		3
CIV 423	CIV	423	Coastal Engineering Planning and Design		3
CIV 424	CIV	424	Stormwater Management & Design		3
CIV 426	CIV	426	Introduction to Environmental Biotechnology		3
CIV 432	CIV	432	Vibration Mechanics		3
CIV 436	CIV	436	Prestressed Concrete Design		3
CIV 440	CIV	440	Senior Design I	CER ESI EXP+ SBS+ SPK STEM+ WRTD	3
CIV 441	CIV	441	Senior Design II	CER ESI EXP+ SBS+ SPK STEM+ WRTD	3
CIV 475	CIV	475	Undergraduate Teaching Practicum	EXP+	0-3
CIV 476	CIV	476	Instructional Laboratory Development Practicum	EXP+	0-3
CIV 488	CIV	488	Civil Engineering Internship	EXP+	0-6
CIV 491	CIV	491	Topics in Civil Engineering		1-4
CIV 499	CIV	499	Independent Research		0-3
CLL 215	CLL	215	Classical Mythology	HUM	3
CLL 315	CLL	315	Gender and Sexuality in Ancient Greek Literature	HFA+	3
CLL 444	CLL	444	Experiential Learning	EXP+	0
CLS 113	CLS	113	Greek and Latin Literature in Translation	HUM	3
CLS 225	CLS	225	The Classical Tradition	GLO HUM	3
CLS 325	CLS	325	The Latin and Greek Origins of Medicine	STAS	3
CLS 444	CLS	444	Experiential Learning	EXP+	0
CLS 447	CLS	447	Directed Readings in Classics		1-6
CLS 475	CLS	475	Undergraduate Teaching Practicum	EXP+	3
CLT 101	CLT	101	Introduction to World Literatures	GLO HUM	3
CLT 109	CLT	109	Philosophy and Literature in Social Context (III)	CER HUM	3
CLT 121	CLT	121	Death and Afterlife in Literature	CER HUM	3
CLT 122	CLT	122	Images of Women in Literature	HUM	3
CLT 123	CLT	123	Sexuality in Literature	CER HUM	3
CLT 220	CLT	220	Literature Beyond European Traditions	GLO	3
CLT 221	CLT	221	Cross-Cultural Encounters	HFA+	3
CLT 235	CLT	235	American Pluralism in Film and Literature	USA	3
CLT 266	CLT	266	The 20th-Century Novel	HUM	3
CLT 301	CLT	301	Theory of Literature	HFA+ SPK WRTD	3
CLT 330	CLT	330	Literary Genres	HFA+	3
CLT 334	CLT	334	Other Literary Genres	HFA+	3
CLT 335	CLT	335	Interdisciplinary Study of Film	HFA+	3
CLT 361	CLT	361	Literature and Society	HFA+	3
CLT 362	CLT	362	Literature and Ideas	HFA+	3
CLT 371	CLT	371	Literature and Justice (III)	CER HFA+	3
CLT 393	CLT	393	European Comparative Literature	HFA+	3
CLT 394	CLT	394	Asian Comparative Literature	GLO HFA+	3
CLT 444	CLT	444	Experiential Learning	EXP+	0
CLT 458	CLT	458	Speak Effectively Before an Audience	SPK	0
CLT 459	CLT	459	Write Effectively in Comparative Literature	WRTD	0
CLT 475	CLT	475	Undergraduate Teaching Practicum I	EXP+	3
CLT 476	CLT	476	Undergraduate Teaching Practicum II	EXP+	3
CLT 487	CLT	487	Independent Reading and Research	CER ESI	0-6
CLT 495	CLT	495	Comparative Literature Honors Project	ESI	3
CME 101	CME	101	Introduction to Chemical and Molecular Engineering		2
CME 160	CME	160	Introduction to Nanoscience and Nanotechnology	TECH	3
CME 199	CME	199	Introduction to Undergraduate Research		0-3
CME 201	CME	201	Sustainable Energy - Evaluating the Options	TECH	3
CME 233	CME	233	Ethics and Business Practices for Engineers		2
CME 240	CME	240	Introduction to Food Technology	TECH	3
CME 300	CME	300	Writing in Chemical and Molecular Engineering		0
CME 304	CME	304	Chemical Engineering Thermodynamics I		3
CME 310	CME	310	Chemical Engineering Laboratory I: Unit Operation Fundamentals		3
CME 312	CME	312	Material and Energy Balance		3
CME 314	CME	314	Chemical Engineering Thermodynamics II		3
CME 315	CME	315	Numerical Methods for Chemical Engineering Analysis		3
CME 318	CME	318	Chemical Engineering Fluid Mechanics		3
CME 320	CME	320	Chemical Engineering Lab II: Unit Operation	TECH	2
CME 321	CME	321	Introduction To Working In The Good Manufacturing Practice (GMP) Environment		3
CME 322	CME	322	Chemical Engineering Heat and Mass Transfer		3
CME 323	CME	323	Reaction Engineering and Chemical Kinetics		3
CME 350	CME	350	Comparative Energy Technologies		3
CME 355	CME	355	Chemical Process Safety		3
CME 360	CME	360	Nanomaterials and Applications		3
CME 369	CME	369	Polymer Engineering		3
CME 371	CME	371	Biomaterials		3
CME 372	CME	372	Colloids, Micelles and Emulsion Science		3
CME 375	CME	375	Fundamentals of Industrial Corrosion and Corrosion Protection		3
CME 401	CME	401	Separation Technologies		3
CME 405	CME	405	Process Control in Engineering Design		3
CME 410	CME	410	Chemical Engineering Laboratory III: Instrumentation, Material Design and Characterization		2
CME 420	CME	420	Chemical Engineering Laboratory IV: Senior Thesis		2
CME 425	CME	425	Introduction to Catalysis		3
CME 427	CME	427	Molecular Modeling for Chemical Engineers		3
CME 440	CME	440	Process Engineering and Design I	CER ESI EXP+ SBS+ SPK STEM+ WRTD	3
CME 441	CME	441	Process Engineering and Design II	CER ESI EXP+ SBS+ SPK STEM+ WRTD	3
CME 460	CME	460	Nanomaterials: Synthesis, Processing and Characterization		3
CME 470	CME	470	Polymer Synthesis: Theory and Practice, Fundamentals, Methods, Experiments		3
CME 475	CME	475	Undergraduate Teaching Practicum	EXP+	3
CME 480	CME	480	Cellular Biology for Chemical Engineers		3
CME 481	CME	481	Advanced Cell Biology for Chemical Engineers		3
CME 488	CME	488	Industrial Internship in Chemical Engineering	EXP+	0-1
CME 490	CME	490	Preparation for the Chemical Engineering/Fundamentals of Engineering Examination		1
CME 491	CME	491	Sustainable Future through Renewable Energy	TECH	3
CME 499	CME	499	Research in Chemical Engineering		0-3
COM 106	COM	106	Introduction to Mass Media	SBS USA	3
COM 120	COM	120	Fundamentals of Public Speaking	SPK	3
COM 207	COM	207	Media Writing		3
COM 208	COM	208	History of Mass Communication	USA	3
COM 305	COM	305	Mass Communication Law & Ethics		3
COM 306	COM	306	Modes of Media Criticism		3
COM 307	COM	307	Critical Media Theory	HFA+	3
COM 316	COM	316	Mass Communication Research Methods	SBS+	3
COM 317	COM	317	Mass Communication Theory		3
COM 346	COM	346	Race, Class, and Gender in Media		3
COM 351	COM	351	Team Collaboration	EXP+	3
COM 365	COM	365	Talking Science	SPK	3
COM 399	COM	399	Topics in Mass Communication		3
